KEY,FREQ,CURRENCY,CURRENCY_DENOM,EXR_TYPE,EXR_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
EXR.D.MYR.EUR.SP00.A,D,MYR,EUR,SP00,A,2014-09-16,4.1745,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/Malaysian ringgit,"ECB reference exchange rate, Euro/Malaysian ringgit, 2:15 pm (C.E.T.)",MYR,0
EXR.D.NOK.EUR.SP00.A,D,NOK,EUR,SP00,A,2014-09-16,8.279,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/Norwegian krone,"ECB reference exchange rate, Euro/Norwegian krone, 2:15 pm (C.E.T.)",NOK,0
EXR.D.NZD.EUR.SP00.A,D,NZD,EUR,SP00,A,2014-09-16,1.5866,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/New Zealand dollar,"ECB reference exchange rate, Euro/New Zealand dollar, 2:15 pm (C.E.T.)",NZD,0
EXR.D.PHP.EUR.SP00.A,D,PHP,EUR,SP00,A,2014-09-16,57.327,A,,,,P1D,,A,,,,,,,,,,3,,4F0,,Euro/Philippine peso,"ECB reference exchange rate, Euro/Philippine peso, 2:15 pm (C.E.T.)",PHP,0
EXR.D.PLN.EUR.SP00.A,D,PLN,EUR,SP00,A,2014-09-16,4.1956,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/Polish zloty,"ECB reference exchange rate, Euro/Polish zloty, 2:15 pm (C.E.T.)",PLN,0
EXR.D.RON.EUR.SP00.A,D,RON,EUR,SP00,A,2014-09-16,4.4145,A,,,,P1D,,A,,,,,,,,"Before 1st July 2005 old Romanian leu (ROL) divided by 10,000 is used",,4,,4F0,,Euro/Romanian leu,"ECB reference exchange rate, Euro/Romanian leu, 2:15 pm (C.E.T.)",RON,0
EXR.D.RUB.EUR.SP00.A,D,RUB,EUR,SP00,A,2014-09-16,50.016,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Russian rouble/Euro,"ECB reference exchange rate, Russian rouble/Euro, 2:15 pm (C.E.T.)",RUB,0
EXR.D.SEK.EUR.SP00.A,D,SEK,EUR,SP00,A,2014-09-16,9.2376,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/Swedish krona,"ECB reference exchange rate, Euro/Swedish krona, 2:15 pm (C.E.T.)",SEK,0
EXR.D.SGD.EUR.SP00.A,D,SGD,EUR,SP00,A,2014-09-16,1.6326,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/Singapore dollar,"ECB reference exchange rate, Euro/Singapore dollar, 2:15 pm (C.E.T.)",SGD,0
EXR.D.THB.EUR.SP00.A,D,THB,EUR,SP00,A,2014-09-16,41.748,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/Thai baht,"ECB reference exchange rate, Euro/Thai baht, 2:15 pm (C.E.T.)",THB,0
EXR.D.TRY.EUR.SP00.A,D,TRY,EUR,SP00,A,2014-09-16,2.8635,A,,,,P1D,,A,,,,,,,,"Before 1st January 2005 Turkish lira (TRL) divided by 1,000,000 is used",,4,,4F0,,Euro/Turkish lira,"ECB reference exchange rate, Euro/Turkish lira, 2:15 pm (C.E.T.)",TRY,0
EXR.D.TWD.EUR.SP00.A,D,TWD,EUR,SP00,A,2014-09-16,39.0329,A,,,Indicative rate,P1D,,A,,,,,,,,,,3,,4F0,,Euro/New Taiwan dollar,"Indicative exchange rate, Euro/New Taiwan dollar, 2:15 pm (C.E.T.)",TWD,0
EXR.D.USD.EUR.SP00.A,D,USD,EUR,SP00,A,2014-09-16,1.2949,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/US dollar,"ECB reference exchange rate, Euro/US dollar, 2:15 pm (C.E.T.)",USD,0
EXR.D.ZAR.EUR.SP00.A,D,ZAR,EUR,SP00,A,2014-09-16,14.1811,A,,,,P1D,,A,,,,,,,,,,4,,4F0,,Euro/South African rand,"ECB reference exchange rate, Euro/South African rand, 2:15 pm (C.E.T.)",ZAR,0
